timestamp,agent_id,agent_name,agent_ip,os_name,os_version,os_platform,manager_name,manager_ip,location,rule_id,rule_level,rule_description,rule_groups,decoder_name,srcip,dstip,srcport,dstport,protocol,user,process,command,status,full_log,severity,attack_type
2025-12-27T17:47:22.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,172.16.5.122,10.10.1.30,1532,80,tcp,-,nginx,POST /index.html HTTP/1.1,301,"172.16.5.122 - - ""POST /index.html HTTP/1.1"" 301 224",low,normal
2025-12-27T18:31:03.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5712,10,SSHD brute force attempt,"['authentication_failed', 'ssh', 'attack']",sshd,203.0.113.174,10.10.1.21,62357,22,tcp,svc_backup,sshd,,Failed password,Failed password for invalid user svc_backup from 203.0.113.174 port 27976 ssh2,high,bruteforce
2025-12-27T17:28:32.877Z,004,win-02,10.10.2.22,Windows,10,windows,wazuh-manager-01,10.10.0.10,EventChannel,80703,3,File access normal,"['file', 'audit']",windows_eventchannel,10.10.2.22,10.10.2.22,0,0,local,root,apache2,open C:\Windows\Temp\tmp.log,,File accessed by user root: C:\Windows\Temp\tmp.log,low,normal
2025-12-27T17:40:02.877Z,004,win-02,10.10.2.22,Windows,10,windows,wazuh-manager-01,10.10.0.10,EventChannel,80703,3,File access normal,"['file', 'audit']",windows_eventchannel,10.10.2.22,10.10.2.22,0,0,local,ec2-user,powershell.exe,open /etc/cron.daily/backup,,File accessed by user ec2-user: /etc/cron.daily/backup,low,normal
2025-12-27T16:50:12.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/audit/audit.log,80703,3,File access normal,"['file', 'audit']",auditd,10.10.1.21,10.10.1.21,0,0,local,svc_backup,sshd,open /etc/cron.daily/backup,,File accessed by user svc_backup: /etc/cron.daily/backup,low,normal
2025-12-27T18:02:39.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/audit/audit.log,80703,3,File access normal,"['file', 'audit']",auditd,10.10.1.30,10.10.1.30,0,0,local,ubuntu,sshd,open /etc/cron.daily/backup,,File accessed by user ubuntu: /etc/cron.daily/backup,low,normal
2025-12-27T17:00:29.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,198.51.100.13,10.10.1.21,54398,80,tcp,-,nginx,GET /assets/app.js HTTP/1.1,301,"198.51.100.13 - - ""GET /assets/app.js HTTP/1.1"" 301 2042",low,normal
2025-12-27T16:54:08.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5716,3,Successful SSH login,"['authentication_success', 'ssh']",sshd,192.168.1.86,10.10.1.30,41420,22,tcp,ubuntu,sshd,,Accepted password,Accepted password for ubuntu from 192.168.1.86 port 36297 ssh2,low,normal
2025-12-27T18:39:16.877Z,003,win-01,10.10.2.15,Windows,2019,windows,wazuh-manager-01,10.10.0.10,EventChannel,92021,9,Phishing email indicators detected,"['email', 'phishing', 'attack']",windows_eventchannel,198.51.100.151,10.10.2.15,14868,25,tcp,svc_backup,outlook.exe,email_subject=Action Required: Password Reset,sender=alerts@banking-secure.com,Suspicious email from alerts@banking-secure.com to user inbox. Subject: Action Required: Password Reset. URL: hxxp://secure-login.example.com,high,phishing
2025-12-27T18:52:46.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5712,10,SSHD brute force attempt,"['authentication_failed', 'ssh', 'attack']",sshd,172.16.5.112,10.10.1.30,33667,22,tcp,root,sshd,,Failed password,Failed password for invalid user root from 172.16.5.112 port 21399 ssh2,high,bruteforce
2025-12-27T18:15:59.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/audit/audit.log,80703,3,File access normal,"['file', 'audit']",auditd,10.10.1.30,10.10.1.30,0,0,local,bob,cmd.exe,open C:\Windows\Temp\tmp.log,,File accessed by user bob: C:\Windows\Temp\tmp.log,low,normal
2025-12-27T16:18:36.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/audit/audit.log,80703,3,File access normal,"['file', 'audit']",auditd,10.10.1.30,10.10.1.30,0,0,local,alice,python3,open /var/www/html/index.html,,File accessed by user alice: /var/www/html/index.html,low,normal
2025-12-27T17:20:46.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/audit/audit.log,80703,3,File access normal,"['file', 'audit']",auditd,10.10.1.30,10.10.1.30,0,0,local,ec2-user,cmd.exe,open /etc/cron.daily/backup,,File accessed by user ec2-user: /etc/cron.daily/backup,low,normal
2025-12-27T18:48:04.877Z,004,win-02,10.10.2.22,Windows,10,windows,wazuh-manager-01,10.10.0.10,EventChannel,92021,9,Phishing email indicators detected,"['email', 'phishing', 'attack']",windows_eventchannel,198.51.100.47,10.10.2.22,31641,25,tcp,root,outlook.exe,email_subject=Invoice #84723 Attached,sender=alerts@banking-secure.com,Suspicious email from alerts@banking-secure.com to user inbox. Subject: Invoice #84723 Attached. URL: hxxp://secure-login.example.com,high,phishing
2025-12-27T17:51:19.877Z,004,win-02,10.10.2.22,Windows,10,windows,wazuh-manager-01,10.10.0.10,EventChannel,80703,3,File access normal,"['file', 'audit']",windows_eventchannel,10.10.2.22,10.10.2.22,0,0,local,bob,powershell.exe,open /etc/cron.daily/backup,,File accessed by user bob: /etc/cron.daily/backup,low,normal
2025-12-27T18:19:29.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,192.168.1.150,10.10.1.30,40664,80,tcp,-,nginx,POST / HTTP/1.1,200,"192.168.1.150 - - ""POST / HTTP/1.1"" 200 1803",low,normal
2025-12-27T18:36:35.877Z,004,win-02,10.10.2.22,Windows,10,windows,wazuh-manager-01,10.10.0.10,EventChannel,92021,9,Phishing email indicators detected,"['email', 'phishing', 'attack']",windows_eventchannel,203.0.113.67,10.10.2.22,54975,25,tcp,ec2-user,outlook.exe,email_subject=Security alert on your account,sender=it-support@secure-mail.com,Suspicious email from it-support@secure-mail.com to user inbox. Subject: Security alert on your account. URL: hxxp://secure-login.example.com,high,phishing
2025-12-27T17:54:53.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,172.16.5.188,10.10.1.21,18203,80,tcp,-,nginx,GET /login HTTP/1.1,304,"172.16.5.188 - - ""GET /login HTTP/1.1"" 304 1243",low,normal
2025-12-27T17:39:11.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/audit/audit.log,80703,3,File access normal,"['file', 'audit']",auditd,10.10.1.30,10.10.1.30,0,0,local,bob,powershell.exe,open C:\Windows\Temp\tmp.log,,File accessed by user bob: C:\Windows\Temp\tmp.log,low,normal
2025-12-27T18:51:04.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5712,10,SSHD brute force attempt,"['authentication_failed', 'ssh', 'attack']",sshd,192.168.1.9,10.10.1.30,51144,22,tcp,bob,sshd,,Failed password,Failed password for invalid user bob from 192.168.1.9 port 64951 ssh2,high,bruteforce
2025-12-27T17:51:35.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,172.16.5.71,10.10.1.30,43476,80,tcp,-,nginx,POST /assets/app.js HTTP/1.1,200,"172.16.5.71 - - ""POST /assets/app.js HTTP/1.1"" 200 273",low,normal
2025-12-27T17:59:44.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/audit/audit.log,80703,3,File access normal,"['file', 'audit']",auditd,10.10.1.30,10.10.1.30,0,0,local,root,cmd.exe,open C:\Users\Public\report.docx,,File accessed by user root: C:\Users\Public\report.docx,low,normal
2025-12-27T16:41:53.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/audit/audit.log,80703,3,File access normal,"['file', 'audit']",auditd,10.10.1.21,10.10.1.21,0,0,local,ec2-user,cmd.exe,open /var/www/html/index.html,,File accessed by user ec2-user: /var/www/html/index.html,low,normal
2025-12-27T17:14:15.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,198.51.100.188,10.10.1.21,8024,80,tcp,-,nginx,HEAD /health HTTP/1.1,301,"198.51.100.188 - - ""HEAD /health HTTP/1.1"" 301 979",low,normal
2025-12-27T17:07:52.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5716,3,Successful SSH login,"['authentication_success', 'ssh']",sshd,172.16.5.242,10.10.1.21,11127,22,tcp,admin,sshd,,Accepted password,Accepted password for admin from 172.16.5.242 port 62277 ssh2,low,normal
2025-12-27T16:37:58.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,198.51.100.16,10.10.1.21,60170,80,tcp,-,nginx,POST / HTTP/1.1,200,"198.51.100.16 - - ""POST / HTTP/1.1"" 200 1376",low,normal
2025-12-27T17:14:47.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,203.0.113.158,10.10.1.30,4611,80,tcp,-,nginx,GET /login HTTP/1.1,200,"203.0.113.158 - - ""GET /login HTTP/1.1"" 200 888",low,normal
2025-12-27T17:34:43.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/audit/audit.log,80703,3,File access normal,"['file', 'audit']",auditd,10.10.1.30,10.10.1.30,0,0,local,bob,nginx,open /etc/cron.daily/backup,,File accessed by user bob: /etc/cron.daily/backup,low,normal
2025-12-27T18:54:14.877Z,004,win-02,10.10.2.22,Windows,10,windows,wazuh-manager-01,10.10.0.10,EventChannel,100201,13,Malware execution suspected,"['malware', 'execution', 'attack']",windows_eventchannel,198.51.100.43,10.10.2.22,19488,445,udp,alice,powershell.exe,powershell -EncodedCommand SQBFAFgAIA...,execution,Suspicious process execution: powershell.exe powershell -EncodedCommand SQBFAFgAIA...,critical,malware
2025-12-27T17:06:35.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,198.51.100.123,10.10.1.21,16313,80,tcp,-,nginx,HEAD /assets/app.js HTTP/1.1,200,"198.51.100.123 - - ""HEAD /assets/app.js HTTP/1.1"" 200 1901",low,normal
2025-12-27T16:42:21.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5716,3,Successful SSH login,"['authentication_success', 'ssh']",sshd,192.168.1.144,10.10.1.21,56824,22,tcp,ubuntu,sshd,,Accepted password,Accepted password for ubuntu from 192.168.1.144 port 50377 ssh2,low,normal
2025-12-27T17:29:14.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,192.168.1.243,10.10.1.30,40689,80,tcp,-,nginx,HEAD /index.html HTTP/1.1,301,"192.168.1.243 - - ""HEAD /index.html HTTP/1.1"" 301 1030",low,normal
2025-12-27T18:23:49.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5716,3,Successful SSH login,"['authentication_success', 'ssh']",sshd,192.168.1.49,10.10.1.30,57497,22,tcp,bob,sshd,,Accepted password,Accepted password for bob from 192.168.1.49 port 42619 ssh2,low,normal
2025-12-27T18:10:32.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/audit/audit.log,80703,3,File access normal,"['file', 'audit']",auditd,10.10.1.30,10.10.1.30,0,0,local,root,svchost.exe,open /var/www/html/index.html,,File accessed by user root: /var/www/html/index.html,low,normal
2025-12-27T17:17:20.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,172.16.5.245,10.10.1.30,26047,80,tcp,-,nginx,HEAD /assets/app.js HTTP/1.1,200,"172.16.5.245 - - ""HEAD /assets/app.js HTTP/1.1"" 200 1685",low,normal
2025-12-27T17:41:48.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/audit/audit.log,80703,3,File access normal,"['file', 'audit']",auditd,10.10.1.21,10.10.1.21,0,0,local,admin,powershell.exe,open /etc/cron.daily/backup,,File accessed by user admin: /etc/cron.daily/backup,low,normal
2025-12-27T17:32:48.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5716,3,Successful SSH login,"['authentication_success', 'ssh']",sshd,192.168.1.115,10.10.1.21,39256,22,tcp,bob,sshd,,Accepted password,Accepted password for bob from 192.168.1.115 port 51662 ssh2,low,normal
2025-12-27T16:56:09.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,192.168.1.157,10.10.1.30,14099,80,tcp,-,nginx,GET / HTTP/1.1,200,"192.168.1.157 - - ""GET / HTTP/1.1"" 200 1727",low,normal
2025-12-27T18:23:18.877Z,004,win-02,10.10.2.22,Windows,10,windows,wazuh-manager-01,10.10.0.10,EventChannel,80703,3,File access normal,"['file', 'audit']",windows_eventchannel,10.10.2.22,10.10.2.22,0,0,local,root,python3,open /etc/cron.daily/backup,,File accessed by user root: /etc/cron.daily/backup,low,normal
2025-12-27T18:45:14.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5712,10,SSHD brute force attempt,"['authentication_failed', 'ssh', 'attack']",sshd,198.51.100.207,10.10.1.30,65486,22,tcp,svc_backup,sshd,,Failed password,Failed password for invalid user svc_backup from 198.51.100.207 port 41099 ssh2,high,bruteforce
2025-12-27T18:23:08.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5716,3,Successful SSH login,"['authentication_success', 'ssh']",sshd,172.16.5.228,10.10.1.21,17872,22,tcp,root,sshd,,Accepted password,Accepted password for root from 172.16.5.228 port 56422 ssh2,low,normal
2025-12-27T17:20:10.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,198.51.100.213,10.10.1.21,58060,80,tcp,-,nginx,GET /login HTTP/1.1,304,"198.51.100.213 - - ""GET /login HTTP/1.1"" 304 465",low,normal
2025-12-27T16:43:19.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,203.0.113.233,10.10.1.30,13137,80,tcp,-,nginx,HEAD / HTTP/1.1,304,"203.0.113.233 - - ""HEAD / HTTP/1.1"" 304 716",low,normal
2025-12-27T18:47:20.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/firewall.log,10110,11,Possible DDoS flood detected,"['network', 'ddos', 'attack']",iptables,198.51.100.141,10.10.1.30,54095,8080,tcp,-,kernel,,SYN flood,IN=eth0 OUT= MAC=... SRC=198.51.100.141 DST=10.10.1.30 LEN=60 TOS=0x00 PREC=0x00 TTL=52 ID=12345 PROTO=TCP SPT=51210 DPT=8080 SYN,high,ddos
2025-12-27T18:00:27.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,172.16.5.101,10.10.1.30,18525,80,tcp,-,nginx,POST /index.html HTTP/1.1,304,"172.16.5.101 - - ""POST /index.html HTTP/1.1"" 304 794",low,normal
2025-12-27T18:15:13.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5716,3,Successful SSH login,"['authentication_success', 'ssh']",sshd,198.51.100.189,10.10.1.30,15388,22,tcp,ubuntu,sshd,,Accepted password,Accepted password for ubuntu from 198.51.100.189 port 31465 ssh2,low,normal
2025-12-27T18:22:59.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,198.51.100.221,10.10.1.30,4867,80,tcp,-,nginx,HEAD /assets/app.js HTTP/1.1,200,"198.51.100.221 - - ""HEAD /assets/app.js HTTP/1.1"" 200 400",low,normal
2025-12-27T18:24:05.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5716,3,Successful SSH login,"['authentication_success', 'ssh']",sshd,192.168.1.4,10.10.1.30,57920,22,tcp,alice,sshd,,Accepted password,Accepted password for alice from 192.168.1.4 port 43433 ssh2,low,normal
2025-12-27T17:31:11.877Z,003,win-01,10.10.2.15,Windows,2019,windows,wazuh-manager-01,10.10.0.10,EventChannel,80703,3,File access normal,"['file', 'audit']",windows_eventchannel,10.10.2.15,10.10.2.15,0,0,local,svc_backup,cmd.exe,open C:\Windows\Temp\tmp.log,,File accessed by user svc_backup: C:\Windows\Temp\tmp.log,low,normal
2025-12-27T16:41:45.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,203.0.113.57,10.10.1.30,63381,80,tcp,-,nginx,HEAD /assets/app.js HTTP/1.1,304,"203.0.113.57 - - ""HEAD /assets/app.js HTTP/1.1"" 304 2038",low,normal
2025-12-27T18:47:48.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,5712,10,SSHD brute force attempt,"['authentication_failed', 'ssh', 'attack']",sshd,192.168.1.75,10.10.1.30,24503,22,tcp,root,sshd,,Failed password,Failed password for invalid user root from 192.168.1.75 port 52637 ssh2,high,bruteforce
2025-12-27T17:07:18.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/audit/audit.log,80703,3,File access normal,"['file', 'audit']",auditd,10.10.1.30,10.10.1.30,0,0,local,bob,nginx,open C:\Users\Public\report.docx,,File accessed by user bob: C:\Users\Public\report.docx,low,normal
2025-12-27T17:56:33.877Z,002,db-01,10.10.1.30,CentOS,7,linux,wazuh-manager-01,10.10.0.10,/var/log/nginx/access.log,31102,2,Web access normal,"['web', 'access']",nginx,172.16.5.194,10.10.1.30,6770,80,tcp,-,nginx,POST /index.html HTTP/1.1,200,"172.16.5.194 - - ""POST /index.html HTTP/1.1"" 200 826",low,normal
2025-12-27T18:30:15.877Z,001,web-01,10.10.1.21,Ubuntu,22.04,linux,wazuh-manager-01,10.10.0.10,/var/log/auth.log,60122,12,Possible privilege escalation via sudo,"['sudo', 'privilege_escalation', 'attack']",sudo,10.10.1.21,10.10.1.21,0,0,local,ec2-user,apache2,sudo /bin/bash,,sudo: ec2-user : TTY=pts/0 ; PWD=/home/ec2-user ; USER=root ; COMMAND=/bin/bash,critical,privilege_escalation
2025-12-27T18:34:09.877Z,004,win-02,10.10.2.22,Windows,10,windows,wazuh-manager-01,10.10.0.10,EventChannel,60122,12,Suspicious admin group modification,"['windows', 'privilege_escalation', 'attack']",windows_eventchannel,10.10.2.22,10.10.2.22,0,0,local,admin,cmd.exe,net localgroup administrators /add,,Administrator privileges assigned to user admin,critical,privilege_escalation
